index,type,text,relevance
15402,Organization,ministry of finance,0.457459
15403,Organization,pa development authority,0.978348
15404,Location,asia,0.978348
15405,Organization,ministry of finance,0.978348
15407,Organization,national development council,0.963296
15407,Organization,committee of secretaries,0.93347
15409,Organization,ministry of environment and forests,0.963296
15409,Location,asia,0.135757
15410,Quantity,5 km,0.958279
15410,Organization,planning commission,0.598923
15410,Organization,ministry of agriculture and rural development,0.413163
15411,Organization,ministry of agriculture,0.963296
15411,Quantity,milk,0.01821
15412,Organization,ministry of water resources,0.978348
15414,Organization,department of small scale industries,0.978348
15416,Organization,ministry of surface transport,0.958279
15416,Organization,ministry of railways,0.646212
15416,Organization,pa,0.217075
15417,Organization,ministry of human resource,0.978348
15418,Organization,ministry of information,0.978348
15419,Organization,ministry of tourism,0.978348
15420,Organization,ministry of home affairs,0.978348
15421,Organization,ministry of defence,0.978348
15422,Organization,ministry of finance,0.978348
15423,Location,pa,0.978348
15424,Organization,pa,0.978348
15425,Organization,pa,0.978348
15428,Organization,ministry of steel and mines,0.978348
15429,Organization,national development council,0.958279
15429,Organization,committee of secretaries,0.933471
15429,Location,pas,0.081322
15430,Person,shri seem stradivari,0.958279
15430,Person,rajahs,0.815371
15430,Organization,national wildlife action plan,0.303625
15431,Organization,ministry of tribal welfare,0.954265
15431,Organization,ministry of rural development and ngos,0.878384
15431,Quantity,five-year,0.409238
15431,Location,india,0.219431
15431,Quantity,five years,0.14378
15432,Location,pa,0.978348
15433,Organization,pa,0.978348
15434,Organization,pa,0.978348
15435,Organization,pa,0.963296
15435,Location,asia,0.28729
15437,Location,pas,0.978348
15438,Organization,pa,0.963296
15438,Location,asia,0.272995
15439,Organization,mountain and marine pa management,0.958279
15439,Quantity,five-year,0.344135
15439,Quantity,five years,0.050812
15441,Location,pas,0.963296
15441,Organization,pa,0.915637
15445,Quantity,three years,0.978348
15447,Quantity,three years,0.978348
15448,Location,pas,0.978348
15449,Location,india,0.978348
15450,Quantity,3.5 billion years,0.978348
15451,Location,india,0.978348
15451,Quantity,two years,0.589697
15452,Location,india,0.963296
15452,Organization,cbd,0.856721
15453,Location,stockholm,0.978348
15454,Quantity,2.4%,0.958279
15454,Quantity,8%,0.818214
15454,Location,india,0.426158
15455,Location,india,0.978348
15457,Location,india,0.978348
15458,Location,india,0.9999
15459,Organization,moef,0.963296
15459,Organization,nodal ministry for all environment and forest,0.851016
15460,Location,india,0.985873
15460,Quantity,4.7 4%,0.758844
15460,Location,stockholm,0.338006
15460,Organization,government,0.01282
15462,Quantity,sixty years,0.958279
15462,Location,indias,0.918845
15462,Location,india,0.645648
15463,Organization,indian society,0.963296
15463,Location,india,0.087415
15464,Organization,nbap,0.958279
15464,Person,nbap,0.619109
15464,Location,india,0.164349
15465,Organization,nbs,0.978348
15466,Company,nbap,0.978348
15467,Location,india,0.978348
15468,Location,madhya pradesh,0.958279
15468,Location,rajasthan,0.638367
15468,Location,western ghats,0.120245
15472,Location,india,0.978348
15473,Location,india,0.978348
15475,Location,india,0.978348
15477,Quantity,6 0%,0.978348
15480,Location,india,0.9999
15481,Quantity,2 3.5 7 percent,0.953262
15481,Quantity,1.1 percent,0.706362
15481,Quantity,4 1 percent,0.64306
15481,Quantity,7 8 percent,0.47389
15481,Location,india,0.392898
15481,Quantity,5 0 percent,0.330623
15482,Quantity,9 0%,0.954265
15482,Quantity,0.3%,0.948635
15482,Quantity,7 0%,0.330883
15482,Quantity,3 0%,0.249688
15482,Location,india,0.146227
15484,Location,india,0.963296
15484,Person,santana,0.419181
15484,Location,western ghats,0.307477
15484,GeographicFeature,himalayan,0.272814
15487,Organization,intergovernmental panel on climate change,0.963296
15487,Location,india,0.459908
15488,Location,india,0.978348
15490,Quantity,three decades,0.963296
15490,Quantity,milk,0.227555
15492,Quantity,7 0%,0.963296
15492,Location,india,0.06925
15498,Location,india,0.963296
15498,Organization,department of kyushu,0.895959
15500,Location,india,0.978348
15501,Location,india,0.978348
15504,Company,gm,0.978348
15507,Organization,us department of agriculture,0.978348
15508,Quantity,five years,0.978348
15509,Location,india,0.978348
15511,Organization,nba,0.978348
15511,Organization,ebbs,0.655555
15513,Organization,un,0.963296
15513,Location,india,0.91385
15522,Location,pa,0.978348
15538,Organization,nra,0.9999
15540,Organization,panchayati raj,0.978348
15541,Facility,habitat for wildlife,0.963296
15541,Location,pas,0.719366
15544,Location,kola,0.978348
15545,Person,ramsay,0.953262
15545,Location,thane,0.518329
15545,Location,bangalore,0.45574
15545,Location,maharashtra,0.448512
15545,Location,godavari,0.21706
15545,Organization,nrc,0.143927
15546,Quantity,five year,0.958279
15546,Location,kashmir,0.575829
15546,Organization,national tiger conservation authority,0.220686
15547,Location,west rajasthan,0.963296
15547,Location,gujarat,0.519563
15549,Organization,moef,0.95577
15549,Organization,gee foundation,0.863327
15549,Location,gujarat,0.765589
15549,Person,blahs,0.472807
15551,Organization,gee foundation,0.954265
15551,Location,haryana,0.870969
15551,Location,west bengal,0.857954
15551,Location,india,0.827774
15551,Organization,vulture conservation,0.665405
15552,Organization,ministry of health and family welfare,0.963296
15552,Location,semi,0.046411
15554,Quantity,9 5%,0.978348
15555,Facility,safari parks,0.951255
15555,Organization,indian council of agricultural research,0.59622
15555,Facility,botanical gardens,0.581052
15555,Facility,botanic gardens,0.511892
15555,Organization,national bureau of plant genetic resources nbpgr,0.480235
15555,Organization,national bureau of animal genetic resources nbagr,0.401794
15555,Organization,national bureau of fish genetic resources nbfgr,0.334696
15555,Organization,karnal,0.246035
15555,Location,new delhi,0.216301
15555,Location,lucknow,0.169597
15556,Location,karaganda,0.963296
15556,Location,rajasthan,0.043548
15557,Organization,department of biotechnology,0.95577
15557,Organization,central zoo authority,0.633461
15557,Location,rand pradesh,0.580073
15557,Location,hyderabad,0.371013
15559,Organization,situ conservation,0.978348
15560,Organization,pa,0.963296
15560,Location,pas,0.003249
15561,Location,pas,0.978348
15572,Organization,pa,0.978348
15573,Location,pas,0.978348
15584,Facility,botanic gardens,0.963296
15584,Organization,central zoo authority,0.3076
15586,Organization,institute of forest genetics,0.978348
15590,Organization,national forest policy,0.963296
15590,Organization,national wildlife action plan,0.913876
15591,Quantity,10 0%,0.978348
15592,Quantity,10 0 days,0.978348
15595,Organization,national forest policy,0.963296
15595,Location,india,0.72456
15602,Organization,jfm,0.963296
15602,Organization,panchayati,0.626484
15603,Organization,ntfps,0.954265
15603,Quantity,7 5%,0.787956
15603,Quantity,3 0%,0.599989
15603,Quantity,6 7%,0.18125
15603,Quantity,1 3%,0.055855
15604,Location,madhya pradesh,0.958279
15604,Location,chhattisgarh,0.950983
15604,Company,ntfps,0.934159
15605,Person,ntfp gatherers,0.958279
15605,Organization,ntfp,0.531235
15605,Company,ntfps,0.458824
15606,Organization,xi,0.963296
15606,Organization,athanasius committee,0.350202
15607,Organization,naeb,0.963296
15607,Location,eastern ghats,0.480612
15607,Location,corvallis,0.286179
15607,GeographicFeature,himalayas,0.271658
15610,Company,honey bee network,0.963296
15610,Location,india,0.007511
15633,Location,india,0.978681
15633,Organization,ministry of agriculture,0.963296
15635,Location,india,0.978348
15636,Person,fredric,0.978348
15640,Location,india,0.978348
15647,Organization,indian agricultural research institute,0.963296
15647,Location,india,0.418822
15648,Organization,national clean development mechanism authority,0.95577
15648,Location,india,0.39377
15648,Organization,un,0.304216
15648,Quantity,40 4 cm,0.234469
15649,Location,india,0.988382
15649,Organization,prime ministers council,0.847689
15649,Organization,government,0.480124
15650,Location,india,0.9999
15653,Quantity,6 9%,0.958279
15653,Organization,ministry of rural development,0.526656
15653,Location,india,0.349894
15678,Location,ahmadabad,0.954265
15678,Location,dehradun,0.898852
15678,Organization,centre for earth science studies,0.634469
15678,Location,india,0.571062
15678,Location,thiruvananthapuram,0.112035
15680,Location,maharashtra,0.958279
15680,Location,chandigarh,0.635219
15680,Location,panchgani,0.477982
15680,Location,uttarakhand,0.441334
15680,Location,thane,0.40585
15680,Location,haryana,0.338658
15680,Location,rajasthan,0.299465
15680,Location,assam,0.286258
15680,Location,altar,0.282081
15680,Location,sarasota,0.236776
15680,Person,dumas,0.118827
15680,Location,india,0.000855
15685,Organization,ministry of textile and department of chemicals and petrochemicals,0.963296
15685,HealthCondition,cancer,0.184627
15698,Location,india,0.978348
15712,Organization,central government,0.963296
15712,Organization,nba,0.722845
15721,Person,alia,0.978348
15734,Organization,nep,0.978348
15743,Organization,ministry of human resource development,0.958279
15743,Organization,national council of educational research,0.863907
15743,Organization,university grants commission,0.660618
15744,Organization,indian council of forestry research,0.95577
15744,Person,fredric,0.613521
15744,Organization,indian institute of forest management,0.466631
15744,Organization,wildlife institute of india,0.269003
15745,Organization,centre for environment education,0.958279
15745,Organization,cpr environment education centre,0.824504
15745,Organization,moef,0.542567
15746,Facility,national museum of natural history,0.978348
15749,Organization,ministry of tribal affairs,0.963296
15749,Organization,department of biotechnology,0.78233
15771,Quantity,10 0%,0.963296
15771,Location,india,0.377148
15779,Organization,bmcs,0.978348
15782,Organization,womens councils,0.963296
15782,Location,manila,0.474288
15783,Organization,pris,0.978348
15789,Organization,un,0.978348
15792,Location,india,0.968313
15792,Location,bonn,0.798607
15792,Organization,un,3.5e-05
15796,Quantity,7 0%,0.958279
15796,Quantity,two-year,0.389543
15796,Location,india,0.320561
15798,Organization,un,0.978348
15800,Organization,nba,0.978348
15801,Organization,nbap,0.963296
15801,Company,nbap,0.035998
15802,Quantity,1 0 years,0.978348
15802,Quantity,5 years,0.292243
15804,Location,india,0.9999
15805,Location,india,0.978348
15805,Quantity,five years,0.903681
15806,Organization,nbap,0.978348
15808,Company,nbap,0.963296
15808,Organization,nbap,0.696128
15809,Person,jataka arora,0.958279
15809,Person,bhatt,0.389896
15809,Person,goyal,0.237448
15810,Person,brahma kama,0.954265
15810,GeographicFeature,kanchenjunga life,0.646304
15810,Location,western ghats,0.610309
15810,Person,aristides triceps,0.172389
15810,Company,nbpgr,0.00306
15828,Organization,examinationthe authority,0.978348
15829,Organization,central government,0.978348
15835,Organization,central government,0.978348
15836,Organization,central government,0.978348
15839,Location,india,0.968313
15839,Quantity,six years,0.698675
15839,Quantity,one year,0.672443
15841,Person,orany,0.978348
15841,Organization,orany university,0.249637
15842,Location,india,0.978348
15853,Location,india,0.978348
15864,Quantity,fifteen years,0.978348
15867,Location,india,0.978348
15871,Company,national gene bank,0.978348
15873,Organization,central government,0.978348
15877,Organization,licensee may institute,0.963296
15877,Quantity,three months,0.522302
15880,Organization,central government,0.978348
15882,Organization,central government,0.978348
15884,Organization,central government,0.978348
15885,Quantity,twelve months,0.978348
15886,Organization,central government,0.963296
15886,Location,india,0.50088
15891,Organization,central government,0.978348
15914,Organization,high court,0.978348
15918,Quantity,three years,0.978348
15919,Organization,central government,0.978348
15921,Quantity,twelve months,0.978348
15927,Organization,varieties protection appellate tribunal,0.978348
15929,Organization,central government,0.970822
15929,Quantity,twenty years,0.430714
15929,Quantity,three years,0.314214
15929,Location,india,0.271405
15932,Quantity,thirty days,0.978348
15933,Quantity,one year,0.978348
15943,Organization,central government,0.978348
15944,Location,india,0.978348
15945,Location,india,0.9999
15946,Location,india,0.9999
15947,Organization,central government,0.963296
15947,Location,india,0.781077
15960,Quantity,three months,0.963296
